num_training_step_calls_per_iteration,num_env_steps_sampled_lifetime,done,training_iteration,trial_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,timers/training_iteration,timers/restore_env_runners,timers/training_step,timers/env_runner_sampling_timer,fault_tolerance/num_healthy_workers,fault_tolerance/num_remote_worker_restarts,env_runner_group/actor_manager_num_outstanding_async_reqs,perf/cpu_util_percent,perf/ram_util_percent
1,0,False,1,4c4c3_00000,2025-06-25_18-11-12,1750900272,61.77704095840454,61.77704095840454,27239,MacBook-Pro.local,127.0.0.1,61.77704095840454,1,60.20017687500513,9.333001798950136e-06,60.2000917080004,60.20007425000222,0,0,0,7.738636363636363,51.67954545454545
1,0,False,2,4c4c3_00000,2025-06-25_18-12-14,1750900334,62.051138162612915,123.82817912101746,27239,MacBook-Pro.local,127.0.0.1,123.82817912101746,2,60.20029516667513,5.826384178362787e-05,60.200161270500395,60.2001438504122,0,1,0,7.829213483146068,51.69887640449438
1,0,False,3,4c4c3_00000,2025-06-25_18-13-16,1750900396,62.04292368888855,185.871102809906,27239,MacBook-Pro.local,127.0.0.1,185.871102809906,3,60.200425633338355,0.0001260341133136535,60.2002240177954,60.20020637231809,0,2,0,8.851136363636364,51.98522727272728
1,0,False,4,4c4c3_00000,2025-06-25_18-14-18,1750900458,62.04276895523071,247.91387176513672,27239,MacBook-Pro.local,127.0.0.1,247.91387176513672,4,60.20038239159502,0.00016834877219839835,60.2001387588674,60.20012116068491,0,3,0,7.098863636363637,51.771590909090904
1,0,True,5,4c4c3_00000,2025-06-25_18-15-20,1750900520,62.04469299316406,309.9585647583008,27239,MacBook-Pro.local,127.0.0.1,309.9585647583008,5,60.200520781849086,0.00022500903453729956,60.200220672108784,60.20020312198805,0,4,0,6.839772727272726,51.71022727272727
