num_training_step_calls_per_iteration,num_env_steps_sampled_lifetime,done,training_iteration,trial_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,timers/training_iteration,timers/restore_env_runners,timers/training_step,timers/env_runner_sampling_timer,fault_tolerance/num_healthy_workers,fault_tolerance/num_remote_worker_restarts,env_runner_group/actor_manager_num_outstanding_async_reqs,perf/cpu_util_percent,perf/ram_util_percent
1,0,False,1,c9f7e_00000,2025-06-25_18-43-21,1750902201,61.68350005149841,61.68350005149841,28355,MacBook-Pro.local,127.0.0.1,61.68350005149841,1,60.20579566700326,8.458999218419194e-06,60.20571666699834,60.205702250001195,0,0,0,9.267045454545455,52.01590909090908
1,0,True,2,c9f7e_00000,2025-06-25_18-43-23,1750902203,1.9979758262634277,63.68147587776184,28355,MacBook-Pro.local,127.0.0.1,63.68147587776184,2,59.62372609741324,0.019990919829215272,59.60366359657833,59.603648931671124,0,0,0,10.233333333333334,52.26666666666667
